340.06	0.00
340.44	210.00
340.81	213.00
341.19	209.00
341.57	209.00
341.95	218.00
342.32	218.00
342.70	216.00
343.08	216.00
343.46	215.00
343.84	221.00
344.21	218.00
344.59	221.00
344.97	218.00
345.35	219.00
345.72	218.00
346.10	231.00
346.48	221.00
346.86	216.00
347.23	222.00
347.61	226.00
347.99	222.00
348.37	224.00
348.74	218.00
349.12	223.00
349.50	230.00
349.88	228.00
350.25	227.00
350.63	239.00
351.01	226.00
351.38	223.00
351.76	228.00
352.14	229.00
352.52	233.00
352.89	226.00
353.27	229.00
353.65	229.00
354.02	232.00
354.40	228.00
354.78	222.00
355.15	228.00
355.53	223.00
355.91	234.00
356.28	234.00
356.66	230.00
357.04	232.00
357.41	234.00
357.79	233.00
358.17	231.00
358.54	230.00
358.92	230.00
359.30	240.00
359.67	228.00
360.05	227.00
360.42	232.00
360.80	231.00
361.18	233.00
361.55	234.00
361.93	232.00
362.31	231.00
362.68	231.00
363.06	236.00
363.43	239.00
363.81	235.00
364.19	238.00
364.56	233.00
364.94	238.00
365.31	228.00
365.69	230.00
366.06	239.00
366.44	239.00
366.82	232.00
367.19	239.00
367.57	236.00
367.94	239.00
368.32	237.00
368.69	236.00
369.07	233.00
369.45	234.00
369.82	240.00
370.20	245.00
370.57	243.00
370.95	242.00
371.32	244.00
371.70	241.00
372.07	243.00
372.45	248.00
372.82	238.00
373.20	242.00
373.57	241.00
373.95	241.00
374.32	245.00
374.70	247.00
375.07	256.00
375.45	248.00
375.82	243.00
376.20	246.00
376.57	245.00
376.95	250.00
377.32	246.00
377.70	244.00
378.07	245.00
378.45	251.00
378.82	252.00
379.19	249.00
379.57	250.00
379.94	248.00
380.32	250.00
380.69	252.00
381.07	250.00
381.44	253.00
381.82	260.00
382.19	253.00
382.56	280.00
382.94	255.00
383.31	251.00
383.69	263.00
384.06	262.00
384.43	260.00
384.81	259.00
385.18	263.00
385.56	262.00
385.93	263.00
386.30	266.00
386.68	270.00
387.05	269.00
387.43	264.00
387.80	267.00
388.17	271.00
388.55	271.00
388.92	264.00
389.29	273.00
389.67	272.00
390.04	268.00
390.41	272.00
390.79	274.00
391.16	275.00
391.54	279.00
391.91	273.00
392.28	278.00
392.66	278.00
393.03	279.00
393.40	279.00
393.77	285.00
394.15	291.00
394.52	280.00
394.89	291.00
395.27	286.00
395.64	289.00
396.01	288.00
396.39	292.00
396.76	289.00
397.13	288.00
397.50	297.00
397.88	290.00
398.25	299.00
398.62	294.00
399.00	296.00
399.37	293.00
399.74	301.00
400.11	301.00
400.49	296.00
400.86	310.00
401.23	307.00
401.60	304.00
401.98	311.00
402.35	316.00
402.72	310.00
403.09	316.00
403.46	318.00
403.84	315.00
404.21	322.00
404.58	316.00
404.95	338.00
405.33	321.00
