339.89	0.00
340.27	262.00
340.65	261.00
341.03	265.00
341.41	263.00
341.79	283.00
342.18	269.00
342.56	276.00
342.94	271.00
343.32	282.00
343.70	278.00
344.08	271.00
344.46	273.00
344.84	281.00
345.22	275.00
345.60	273.00
345.98	307.00
346.36	276.00
346.74	277.00
347.12	282.00
347.50	312.00
347.89	277.00
348.27	272.00
348.65	272.00
349.03	275.00
349.41	284.00
349.79	283.00
350.17	284.00
350.55	297.00
350.93	300.00
351.31	299.00
351.69	300.00
352.07	302.00
352.45	297.00
352.83	298.00
353.21	296.00
353.59	303.00
353.97	292.00
354.35	292.00
354.72	297.00
355.10	294.00
355.48	295.00
355.86	294.00
356.24	291.00
356.62	291.00
357.00	330.00
357.38	293.00
357.76	292.00
358.14	293.00
358.52	290.00
358.90	290.00
359.28	293.00
359.66	289.00
360.04	285.00
360.41	288.00
360.79	293.00
361.17	296.00
361.55	292.00
361.93	298.00
362.31	293.00
362.69	303.00
363.07	297.00
363.45	343.00
363.82	292.00
364.20	284.00
364.58	290.00
364.96	293.00
365.34	297.00
365.72	289.00
366.10	287.00
366.47	289.00
366.85	292.00
367.23	292.00
367.61	299.00
367.99	296.00
368.37	290.00
368.74	287.00
369.12	285.00
369.50	293.00
369.88	329.00
370.26	327.00
370.64	292.00
371.01	290.00
371.39	291.00
371.77	291.00
372.15	297.00
372.52	284.00
372.90	289.00
373.28	302.00
373.66	289.00
374.04	291.00
374.41	288.00
374.79	320.00
375.17	290.00
375.55	288.00
375.92	302.00
376.30	287.00
376.68	288.00
377.06	292.00
377.43	303.00
377.81	283.00
378.19	289.00
378.56	296.00
378.94	292.00
379.32	291.00
379.70	290.00
380.07	290.00
380.45	294.00
380.83	293.00
381.20	295.00
381.58	288.00
381.96	316.00
382.33	295.00
382.71	295.00
383.09	297.00
383.46	302.00
383.84	296.00
384.22	289.00
384.59	290.00
384.97	291.00
385.35	296.00
385.72	294.00
386.10	294.00
386.48	295.00
386.85	301.00
387.23	288.00
387.60	290.00
387.98	290.00
388.36	296.00
388.73	296.00
389.11	295.00
389.49	295.00
389.86	300.00
390.24	322.00
390.61	300.00
390.99	313.00
391.36	301.00
391.74	290.00
392.12	297.00
392.49	296.00
392.87	288.00
393.24	295.00
393.62	293.00
393.99	298.00
394.37	289.00
394.75	294.00
395.12	292.00
395.50	289.00
395.87	295.00
396.25	295.00
396.62	302.00
397.00	310.00
397.37	294.00
397.75	297.00
398.12	303.00
398.50	292.00
398.87	293.00
399.25	293.00
399.62	296.00
400.00	301.00
400.37	295.00
400.75	327.00
401.12	293.00
401.50	295.00
401.87	298.00
402.25	356.00
402.62	297.00
403.00	295.00
403.37	296.00
403.75	294.00
404.12	298.00
404.49	296.00
404.87	299.00
405.24	295.00
405.62	299.00
405.99	294.00
406.37	294.00
406.74	297.00
407.11	298.00
407.49	302.00
407.86	345.00
408.24	297.00
408.61	300.00
408.98	297.00
409.36	294.00
409.73	297.00
410.11	291.00
410.48	297.00
410.85	293.00
411.23	293.00
411.60	301.00
411.97	289.00
412.35	293.00
412.72	298.00
413.10	301.00
413.47	298.00
413.84	297.00
414.22	300.00
414.59	298.00
414.96	295.00
415.34	326.00
415.71	296.00
416.08	291.00
416.45	298.00
416.83	294.00
417.20	308.00
417.57	296.00
417.95	298.00
418.32	294.00
418.69	301.00
419.07	296.00
419.44	293.00
419.81	299.00
420.18	297.00
420.56	298.00
420.93	292.00
421.30	298.00
421.67	292.00
422.05	295.00
422.42	301.00
422.79	295.00
423.16	296.00
423.54	297.00
423.91	298.00
424.28	296.00
424.65	295.00
425.03	304.00
425.40	306.00
425.77	301.00
426.14	301.00
426.51	292.00
426.89	297.00
427.26	296.00
427.63	302.00
428.00	302.00
428.37	295.00
428.75	295.00
429.12	296.00
429.49	299.00
429.86	295.00
430.23	296.00
430.60	303.00
430.98	300.00
431.35	298.00
431.72	302.00
432.09	295.00
432.46	300.00
432.83	304.00
433.20	302.00
433.58	306.00
433.95	302.00
434.32	304.00
434.69	300.00
435.06	307.00
435.43	294.00
435.80	305.00
436.17	308.00
436.54	297.00
436.92	302.00
437.29	304.00
437.66	295.00
438.03	297.00
438.40	304.00
438.77	298.00
439.14	297.00
439.51	303.00
